date,city_public,store_code,store_name_public,gmv,orders,qty,aov,items_per_order,active_sku,oneprice_share,pinghaofan_share
2026-01-14,City_01,S04,Store_04,2495.4,141,174,17.697872340425533,1.2340425531914894,40,0.1423419091127674,0.1132483770137052
2026-01-14,City_01,S05,Store_05,1031.5,70,101,14.735714285714286,1.4428571428571428,34,0.0356761997091614,0.0608822103732428
2026-01-14,City_01,S08,Store_08,1886.1,108,125,17.46388888888889,1.1574074074074074,42,0.1445310428927416,0.0749164943534277
2026-01-14,City_01,S09,Store_09,2870.15,179,203,16.034357541899443,1.1340782122905029,50,0.0554674842778252,0.0653275961186697
2026-01-14,City_01,S11,Store_11,895.8,59,65,15.183050847457626,1.1016949152542372,34,0.0888591203393614,0.0701049341370841
2026-01-14,City_01,S12,Store_12,3789.0,252,320,15.035714285714286,1.2698412698412698,51,0.0420163631565056,0.0455793085246766
2026-01-14,City_01,S13,Store_13,1424.7,78,92,18.265384615384612,1.1794871794871795,33,0.0279357057626166,0.0881589106478556
2026-01-14,City_02,S01,Store_01,1322.51,79,108,16.740632911392407,1.3670886075949369,36,0.0,0.0832507882738126
2026-01-14,City_02,S02,Store_02,1587.9,86,95,18.46395348837209,1.1046511627906976,36,0.0,0.0093834624346621
2026-01-14,City_02,S03,Store_03,2504.12,146,158,17.15150684931507,1.082191780821918,40,0.0,0.0886618852131687
2026-01-14,City_02,S06,Store_06,2186.2000000000003,125,135,17.489600000000003,1.08,41,0.0,0.109047662610923
2026-01-14,City_02,S07,Store_07,3121.68,203,211,15.377733990147782,1.0394088669950738,43,0.0,0.0
2026-01-14,City_02,S10,Store_10,1033.16,61,62,16.93704918032787,1.0163934426229508,28,0.0,0.0
2026-01-15,City_01,S04,Store_04,2162.7000000000003,153,195,14.13529411764706,1.2745098039215683,44,0.1458362232394691,0.152448328478291
2026-01-15,City_01,S05,Store_05,1294.3,72,82,17.976388888888888,1.1388888888888888,41,0.1230008498802441,0.0121301089391949
2026-01-15,City_01,S08,Store_08,1619.6,102,133,15.878431372549018,1.303921568627451,44,0.0737219066436157,0.048468757717955
2026-01-15,City_01,S09,Store_09,2828.87,177,200,15.982316384180791,1.1299435028248588,46,0.168830663833969,0.0
2026-01-15,City_01,S11,Store_11,975.0,57,64,17.105263157894736,1.1228070175438596,28,0.2449230769230769,0.0805128205128205
2026-01-15,City_01,S12,Store_12,3812.3,216,276,17.64953703703704,1.2777777777777777,53,0.20433858825381,0.0453007370878472
2026-01-15,City_01,S13,Store_13,1010.0,67,76,15.07462686567164,1.1343283582089552,38,0.1182178217821782,0.0466336633663366
2026-01-15,City_02,S01,Store_01,1227.22,84,101,14.609761904761903,1.2023809523809523,32,0.0,0.1240201430876289
2026-01-15,City_02,S02,Store_02,1548.0,86,94,18.0,1.0930232558139534,42,0.0,0.0
2026-01-15,City_02,S03,Store_03,1920.14,105,110,18.28704761904762,1.0476190476190477,37,0.0,0.0936598373035299
2026-01-15,City_02,S06,Store_06,1783.3,114,130,15.64298245614035,1.1403508771929824,39,0.0,0.0334211854427185
